"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory",,
"2728532	Carex lasiocarpa var. americana Fernald	2728532	Carex lasiocarpa var. americana Fernald	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex lasiocarpa	2728531	",,
"2888548	Dicentra cucullaria (L.) Bernh.	2888548	Dicentra cucullaria (L.) Bernh.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Papaveraceae	2422	Dicentra	2888542	Dicentra cucullaria	2888548	NE",,
"2957408	Senna obtusifolia (L.) H.S.Irwin & Barneby	2957408	Senna obtusifolia (L.) H.S.Irwin & Barneby	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Senna	2956904	Senna obtusifolia	2957408	LC",,
"3171917	Gratiola virginiana L.	3171917	Gratiola virginiana L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Gratiola	3171914	Gratiola virginiana	3171917	NE",,
"3172104	Veronica peregrina L.	3172104	Veronica peregrina L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047	Veronica peregrina	3172104	LC",,
"2705498	Glyceria melicaria (Michx.) F.T.Hubb.	2705498	Glyceria melicaria (Michx.) F.T.Hubb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Glyceria	2705475	Glyceria melicaria	2705498	LC",,
"2926899	Teucrium canadense L.	2926899	Teucrium canadense L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Teucrium	2926895	Teucrium canadense	2926899	NE",,
"3189529	Hypericum brachyphyllum (Spach) Steud.	3189529	Hypericum brachyphyllum (Spach) Steud.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum brachyphyllum	3189529	NE",,
"3110588	Ambrosia trifida L.	3110588	Ambrosia trifida L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Ambrosia	3110576	Ambrosia trifida	3110588	NE",,
"3169006	Cerothamnus caroliniensis (Mill.) Tidestr.	3169005	Morella caroliniensis (Mill.) Small	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Myricaceae	2432	Morella	7780807	Morella caroliniensis	3169005	NE",,
"5275107	Dryopteris campyloptera (Kunze) Clarkson	5275107	Dryopteris campyloptera (Kunze) Clarkson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Dryopteris	2651126	Dryopteris campyloptera	5275107	NE",,
"5392236	Pterocaulon virgatum (L.) DC.	5392236	Pterocaulon virgatum (L.) DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pterocaulon	3106645	Pterocaulon virgatum	5392236	NE",,
"6413508	Luzula acuminata var. acuminata	6413511	Luzula acuminata subsp. acuminata	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Luzula	2700604	Luzula acuminata	2700818	",,
"2705101	Panicum tenerum Beyr. ex Trin.	5828147	Coleataenia tenera (Beyr. ex Trin.) Soreng	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Coleataenia	4113825	Coleataenia tenera	5828147	NE",,
"2723821	Carex abscondita Mack.	2723821	Carex abscondita Mack.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex abscondita	2723821	NE",,
"5331532	Betula nigra L.	5331532	Betula nigra L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Betula	2875008	Betula nigra	5331532	LC",,
"2688410	Lycopodium tristachyum Pursh	2688412	Diphasiastrum tristachyum (Pursh) Holub	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Diphasiastrum	6385542	Diphasiastrum tristachyum	2688412	NE",,
"3099195	Oclemena reticulata (Pursh) G.L.Nesom	3099195	Oclemena reticulata (Pursh) G.L.Nesom	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Oclemena	8361680	Oclemena reticulata	3099195	NE",,
"8208358	Plantago lanceolata L.	8208358	Plantago lanceolata L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Plantago	3189695	Plantago lanceolata	8208358	NE",,
"2984289	Proserpinaca pectinata Lam.	2984289	Proserpinaca pectinata Lam.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Haloragaceae	6694	Proserpinaca	2984288	Proserpinaca pectinata	2984289	LC",,
"3189849	Acer leucoderme Small	3189849	Acer leucoderme Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Acer	3189834	Acer leucoderme	3189849	LC",,
"4027978	Pecluma ptilodon var. caespitosum (Jenman) Lellinger	7784922	Pecluma bourgeauana (E.Fourn.) L.A.Triana	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Pecluma	2650499	Pecluma bourgeauana	7784922	",,
"4270617	Dichanthelium ovale var. ovale	2702681	Dichanthelium ovale (Elliott) Gould & C.A.Clark	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium ovale	2702681	",,
"5420999	Ludwigia suffruticosa Walter	5420999	Ludwigia suffruticosa Walter	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Ludwigia	3189286	Ludwigia suffruticosa	5420999	NE",,
"3697703	Nuphar sagittifolia (Walter) Pursh	3697703	Nuphar sagittifolia (Walter) Pursh	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Nymphaeales	636	Nymphaeaceae	2423	Nuphar	2882408	Nuphar sagittifolia	3697703	NE",,
"5384697	Paronychia argyrocoma (Michx.) Nutt.	5384697	Paronychia argyrocoma (Michx.) Nutt.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Paronychia	8020237	Paronychia argyrocoma	5384697	NE",,
"2858200	Narcissus L.	2858200	Narcissus L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Narcissus	2858200			NE",,
"2925518	Verbena brasiliensis Vell.	2925518	Verbena brasiliensis Vell.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Verbena	2925470	Verbena brasiliensis	2925518	NE",,
"4227467	Pityopsis graminifolia var. latifolia (Fernald) Semple & F.D.Bowers	10809030	Pityopsis latifolia (Fernald) E.L.Bridges & Orzell	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pityopsis	3094299	Pityopsis latifolia	10809030	",,
"5384950	Eclipta prostrata (L.) L.	5384950	Eclipta prostrata (L.) L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Eclipta	3086569	Eclipta prostrata	5384950	LC",,
"8380575	Tamarix gallica L.	8380575	Tamarix gallica L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Tamaricaceae	6632	Tamarix	2874694	Tamarix gallica	8380575	LC",,
"2703976	Muhlenbergia glomerata (Willd.) Trin.	2703976	Muhlenbergia glomerata (Willd.) Trin.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Muhlenbergia	2703939	Muhlenbergia glomerata	2703976	LC",,
"3085522	Minuartia uniflora (Walter) Mattf.	12228211	Geocarpon uniflorum (Walter) E.E.Schill.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Geocarpon	3085363	Geocarpon uniflorum	12228211	NE",,
"3148260	Doellingeria umbellata (Mill.) Nees	3148260	Doellingeria umbellata (Mill.) Nees	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Doellingeria	7925763	Doellingeria umbellata	3148260	LC",,
"3172077	Veronica persica Poir.	3172077	Veronica persica Poir.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Veronica	3172047	Veronica persica	3172077	NE",,
"3908734	Orbexilum pedunculatum var. psoralioides (Walter) Isely	11028170	Orbexilum psoralioides (Walter) Vincent	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Orbexilum	2958892	Orbexilum psoralioides	11028170	",,
"5414250	Ilex vomitoria Aiton	5414250	Ilex vomitoria Aiton	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Aquifoliales	7226638	Aquifoliaceae	6716	Ilex	10792217	Ilex vomitoria	5414250	LC",,
"9728269	Marshallia graminifolia (Walter) Small	9728269	Marshallia graminifolia (Walter) Small	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Marshallia	3114887	Marshallia graminifolia	9728269	NE",,
"0	incertae sedis			1	KINGDOM		incertae sedis	0													",,
"2889775	Pyrularia pubera Michx.	2889775	Pyrularia pubera Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Cervantesiaceae	4934723	Pyrularia	2889774	Pyrularia pubera	2889775	NE",,
"2967543	Desmodium paniculatum (L.) DC.	2967543	Desmodium paniculatum (L.) DC.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Desmodium	2967050	Desmodium paniculatum	2967543	NE",,
"3036972	Aralia spinosa L.	3036972	Aralia spinosa L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Aralia	3036858	Aralia spinosa	3036972	LC",,
"5331189	Viola cucullata Aiton	5331189	Viola cucullata Aiton	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Viola	2874237	Viola cucullata	5331189	NE",,
"5414427	Bartonia paniculata (Michx.) Muhl.	5414427	Bartonia paniculata (Michx.) Muhl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Bartonia	3169867	Bartonia paniculata	5414427	LC",,
"11067459	Hypericum reductum (Svenson) P.B.Adams	3710846	Hypericum tenuifolium Pursh	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum tenuifolium	3710846	NE",,
"2882940	Vaccinium oxycoccos L.	2882940	Vaccinium oxycoccos L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium oxycoccos	2882940	LC",,
"5292204	Bulbostylis warei (Torr.) C.B.Clarke	5292204	Bulbostylis warei (Torr.) C.B.Clarke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Bulbostylis	2719209	Bulbostylis warei	5292204	NE",,
"2688403	Lycopodium obscurum L.	3991468	Dendrolycopodium obscurum (L.) A.Haines	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Dendrolycopodium	9760652	Dendrolycopodium obscurum	3991468	NE",,
"2704436	Schizachyrium littorale (Nash) E.P.Bicknell	2704432	Schizachyrium scoparium (Michx.) Nash	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Schizachyrium	2704427	Schizachyrium scoparium	2704432	NE",,
"2721477	Rhynchospora oligantha A.Gray	2721477	Rhynchospora oligantha A.Gray	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Rhynchospora	2701052	Rhynchospora oligantha	2721477	NE",,
"2926679	Lamium amplexicaule L.	2926679	Lamium amplexicaule L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Lamium	2926678	Lamium amplexicaule	2926679	NE",,
"5296124	Sisyrinchium albidum Raf.	5296124	Sisyrinchium albidum Raf.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Sisyrinchium	8311345	Sisyrinchium albidum	5296124	NE",,
"3092785	Euthamia minor (Michx.) Greene	8054757	Euthamia caroliniana (L.) Greene ex Porter & Britton	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Euthamia	7944033	Euthamia caroliniana	8054757	NE",,
"5290030	Spartina pectinata Bosc ex Link	9592414	Sporobolus michauxianus (Hitchc.) P.M.Peterson & Saarela	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Sporobolus	2704744	Sporobolus michauxianus	9592414	LC",,
"5352224	Robinia hispida var. fertilis (Ashe) R.T.Clausen	5352224	Robinia hispida var. fertilis (Ashe) R.T.Clausen	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Robinia	2952066	Robinia hispida	5352221	",,
"5402972	Eupatorium serotinum Michx.	5402972	Eupatorium serotinum Michx.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Eupatorium	3142374	Eupatorium serotinum	5402972	NE",,
"8144812	Prenanthes altissima Pall.	7222254	Lactuca quercina subsp. quercina	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Lactuca	3140231	Lactuca quercina	3140410	NE",,
"4270696	Carex oligosperma var. oligosperma	2725983	Carex oligosperma Michx.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex oligosperma	2725983	",,
"5361867	Ulmus rubra Muhl.	5361867	Ulmus rubra Muhl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Ulmaceae	2382	Ulmus	2984510	Ulmus rubra	5361867	LC",,
"5401877	Helenium autumnale L.	5401877	Helenium autumnale L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Helenium	5401814	Helenium autumnale	5401877	NE",,
"2721893	Carex L.	2721893	Carex L.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893			NE",,
"2727476	Carex rosea Willd.	2727476	Carex rosea Willd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex rosea	2727476	NE",,
"2888365	Ceratiola ericoides Michx.	2888365	Ceratiola ericoides Michx.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Ceratiola	2888364	Ceratiola ericoides	2888365	NE",,
"3170660	Castilleja coccinea (L.) Spreng.	3170660	Castilleja coccinea (L.) Spreng.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Castilleja	3170565	Castilleja coccinea	3170660	NE",,
"5333349	Pieris phillyreifolia (Hook.) DC.	5333349	Pieris phillyreifolia (Hook.) DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Pieris	2882626	Pieris phillyreifolia	5333349	NE",,
"5371644	Mitella nuda L.	5371644	Mitella nuda L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Mitella	3032892	Mitella nuda	5371644	NE",,
"7703116	Lepidium campestre (L.) W.T.Aiton	7703116	Lepidium campestre (L.) W.T.Aiton	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Lepidium	3051713	Lepidium campestre	7703116	NE",,
"2928584	Ipomoea lacunosa L.	2928584	Ipomoea lacunosa L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Ipomoea	2928509	Ipomoea lacunosa	2928584	LC",,
"2985951	Diamorpha smallii Britton ex Small	2985951	Diamorpha smallii Britton ex Small	1	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Crassulaceae	2406	Sedum	5361975	Diamorpha smallii	2985951	NE",,
"7224893	Rhynchosia tomentosa var. tomentosa	7224893	Rhynchosia tomentosa var. tomentosa	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Rhynchosia	2947992	Rhynchosia tomentosa	5350721	",,
"2725281	Carex retroflexa Muhl. ex Willd.	2725281	Carex retroflexa Muhl. ex Willd.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex retroflexa	2725281	NE",,
"2840931	Goodyera repens (L.) R.Br.	2840931	Goodyera repens (L.) R.Br.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Goodyera	7526669	Goodyera repens	2840931	NE",,
"2874655	Sicyos angulatus L.	2874655	Sicyos angulatus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Sicyos	2874625	Sicyos angulatus	2874655	NE",,
"2945513	Cladrastis kentukea (Dum.Cours.) Rudd	2945513	Cladrastis kentukea (Dum.Cours.) Rudd	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cladrastis	2945508	Cladrastis kentukea	2945513	LC",,
"2986332	Waldsteinia fragarioides subsp. doniana (Tratt.) Teppner	5369946	Geum donianum (Tratt.) Weakley & Gandhi	2	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Geum	3024294	Geum donianum	5369946	",,
"2882990	Kalmia polifolia Wangenh.	2882990	Kalmia polifolia Wangenh.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Kalmia	2882989	Kalmia polifolia	2882990	LC",,
"5371705	Actaea pachypoda Elliott	5371705	Actaea pachypoda Elliott	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Actaea	3032252	Actaea pachypoda	5371705	NE",,
"2650832	Gymnocarpium dryopteris (L.) Newman	2650832	Gymnocarpium dryopteris (L.) Newman	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Cystopteridaceae	4021011	Gymnocarpium	2650831	Gymnocarpium dryopteris	2650832	NE",,
"2690741	Eriocaulon aquaticum (Hill) Druce	2690741	Eriocaulon aquaticum (Hill) Druce	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Eriocaulaceae	3741	Eriocaulon	2690243	Eriocaulon aquaticum	2690741	LC",,
"2703267	Danthonia spicata (L.) Roem. & Schult.	2703267	Danthonia spicata (L.) Roem. & Schult.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Danthonia	2703248	Danthonia spicata	2703267	NE",,
"2773448	Ornithogalum umbellatum L.	2773448	Ornithogalum umbellatum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Ornithogalum	9606396	Ornithogalum umbellatum	2773448	NE",,
"3039506	Berchemia scandens (Hill) K.Koch	3039506	Berchemia scandens (Hill) K.Koch	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rhamnaceae	2407	Berchemia	8397079	Berchemia scandens	3039506	NE",,
"5292399	Bulbostylis ciliatifolia var. coarctata (Elliott) Kral	5292399	Bulbostylis ciliatifolia var. coarctata (Elliott) Kral	1	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Bulbostylis	2719209	Bulbostylis ciliatifolia	5292397	",,
"5301112	Burmannia capitata (Walter ex J.F.Gmel.) Mart.	5301112	Burmannia capitata (Walter ex J.F.Gmel.) Mart.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Dioscoreales	1171	Burmanniaceae	3733	Burmannia	2756212	Burmannia capitata	5301112	NE",,
"5388923	Solidago odora Aiton	5388923	Solidago odora Aiton	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago odora	5388923	NE",,
"5401832	Helenium vernale Walter	5401832	Helenium vernale Walter	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Helenium	5401814	Helenium vernale	5401832	NE",,
"8086561	Quercus velutina Lam.	8086561	Quercus velutina Lam.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus velutina	8086561	LC",,
"3189514	Hypericum gentianoides (L.) Britton"," Sterns & Poggenb.	3189514	Hypericum gentianoides (L.) Britton"," Sterns & Poggenb.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Hypericum	3189452	Hypericum gentianoides	3189514	NE"
"3190628	Toxicodendron radicans (L.) Kuntze	3190628	Toxicodendron radicans (L.) Kuntze	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Toxicodendron	8686559	Toxicodendron radicans	3190628	LC",,
"7228821	Woodsia obtusa subsp. obtusa	11194010	Physematium obtusum subsp. obtusum	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Woodsiaceae	3229365	Physematium	3229366	Physematium obtusum	5643573	",,
"2702564	Dichanthelium longiligulatum (Nash) Freckmann	2702564	Dichanthelium longiligulatum (Nash) Freckmann	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium longiligulatum	2702564	NE",,
"2729336	Carex bromoides subsp. montana Naczi	2729336	Carex bromoides subsp. montana Naczi	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex bromoides	2729333	",,
"3055154	Stillingia sylvatica L.	3055154	Stillingia sylvatica L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Stillingia	3055103	Stillingia sylvatica	3055154	NE",,
"2706264	Aristida oligantha Michx.	2706264	Aristida oligantha Michx.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Aristida	2706249	Aristida oligantha	2706264	NE",,
"2729238	Carex amphibola Steud.	2729238	Carex amphibola Steud.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex amphibola	2729238	NE",,
"4934245	Rudbeckia graminifolia (Torr. & A.Gray) C.L.Boynton & Beadle	4934245	Rudbeckia graminifolia (Torr. & A.Gray) C.L.Boynton & Beadle	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Rudbeckia	3114220	Rudbeckia graminifolia	4934245	NE",,
"2770039	Polygonatum biflorum (Walter) Elliott	2770039	Polygonatum biflorum (Walter) Elliott	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Asparagaceae	7683	Polygonatum	2769995	Polygonatum biflorum	2770039	NE",,
"2882960	Vaccinium crassifolium Andrews	2882960	Vaccinium crassifolium Andrews	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium crassifolium	2882960	NE",,
"3034419	Eryngium prostratum Nutt. ex DC.	3034419	Eryngium prostratum Nutt. ex DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Apiaceae	6720	Eryngium	3034387	Eryngium prostratum	3034419	NE",,
"4270619	Dichanthelium strigosum var. strigosum	4270619	Dichanthelium strigosum var. strigosum	1	VARIETY	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Dichanthelium	2702537	Dichanthelium strigosum	2702542	",,
